id,name,stars,stars_raw,scale,year,quarter,price,rooms,ppr,ppr_src,rent,rent_room,yield,deal,comune,sigla,provincia,regione,lat,lon,geo_conf,geo_src,url_place,doc,note,maps
175,Hotel Le Ginestre,4,4,,2020,,32000000.0,80,400000,400000,,,,Sale,Arzachena,SS,Sassari,Sardegna,41.118889,9.535278,high,Google place pin,Hotel Le Ginestre,News,"Da riconvertire a 5 stelle passando a 60 camere, gestione Rosewood. Si ipotizzano 40M capex.  On date 11/05/2021 Accor told us that the deal has not been executed.","https://www.google.it/maps/place/Hotel+Le+Ginestre/@41.1188929,9.5330891,842m/data=!3m3!1e3!4b1!5s0x12d94751ca1e8adf:0x4026858b77fef5c0!4m8!3m7!1s0x12d9475162b8fa3d:0xaf8f31ef3c59130b!5m2!4m1!1i2!8m2!3d41.1188889!4d9.5352778"
176,Hotel Meininger,3,3,Economy,2020,Q1,9190000.0,80,114875,115000,471645.0,6000.0,0.051321545157780195,Sale,Milano,MI,Milano,Lombardia,45.490558,9.171304,high,Google place pin,MEININGER Milano Garibaldi,Atto,-,"https://www.google.it/maps/place/MEININGER+Milano+Garibaldi/@45.4905618,9.1691149,17z/data=!3m1!4b1!4m8!3m7!1s0x4786c12303f8864b:0x93b3623268323c72!5m2!4m1!1i2!8m2!3d45.4905581!4d9.1713036"
177,The Pantheon Iconic Rome - Autograph Collection,5,5,Upper Upscale,2020,Q4,62000000.0,79,784810,785000,,,,Sale,Roma,RM,Roma,Lazio,41.89804,12.476006,high,Google place pin,"The Pantheon Iconic Rome Hotel, Autograph Collection",,,"https://www.google.com/maps/place/The+Pantheon+Iconic+Rome+Hotel,+Autograph+Collection/@41.8980404,12.4760059,15z/data=!4m8!3m7!1s0x0:0x11ccb755f1407987!5m2!4m1!1i2!8m2!3d41.8980404!4d12.4760059"
178,Ambasciatori Palace Hotel,5,5,Upper Upscale,2019,Q4,76300000.0,152,501974,502000,,,,Sale,Roma,RM,Roma,Lazio,41.906329,12.48963,high,Google place pin,Ambassadors Hotel Palace di Roma,,"Castello SGR, Bought for renovation, including  ground floor cafè","https://www.google.com/maps/place/Ambassadors+Hotel+Palace+di+Roma/@41.9063295,12.4896297,15z/data=!4m8!3m7!1s0x0:0xbdbcb379bd2cf0f5!5m2!4m1!1i2!8m2!3d41.9063295!4d12.4896297"
179,Be Mate,5,5,Luxury,2020,,21500000.0,14,1535714,1536000,,,0.035,Sale,Milano,MI,Milano,Lombardia,45.472132,9.183614,medium,map viewport centre,Be Mate Via Tivoli,,12 appartamenti/suite con servizio alberghiero,"https://www.google.com/maps/place/Be+Mate+Via+Tivoli/@45.4721321,9.1836137,15z/data=!4m2!3m1!1s0x0:0xafec15da21005880?sa=X&ved=2ahUKEwjrmq6N1NruAhVQasAKHfihCEQQ_BIwDHoECBkQBQ"
180,Allegroitalia Espresso Darsena,4,4,Midscale,2020,,13200000.0,105,125714,126000,,,,Sale,Milano,MI,Milano,Lombardia,45.456732,9.177213,high,Google place pin,Espressohotel Milano Darsena,,,"https://www.google.com/maps/place/Espressohotel+Milano+Darsena/@45.4567357,9.175019,17z/data=!3m1!4b1!4m8!3m7!1s0x4786c3fe5a594fcf:0x4f955bb9c1d96098!5m2!4m1!1i2!8m2!3d45.456732!4d9.177213"
181,Ih Lorenteggio,4,4,Midscale,2020,,10050000.0,128,78516,79000,,,,Sale,Milano,MI,Milano,Lombardia,45.444263,9.116122,high,Google place pin,iH Hotels Milano Lorenteggio,,L'acquirente (in leasing) è il conduttore.,"https://www.google.com/maps/place/iH+Hotels+Milano+Lorenteggio/@45.4442664,9.1139277,17z/data=!3m1!4b1!4m8!3m7!1s0x4786c24779fe5a49:0x7394f86b67447624!5m2!4m1!1i2!8m2!3d45.4442627!4d9.1161217"
182,Hotel Rome Pisana,4,4,Midscale,2020,Q1,5300000.0,229,23144,23000,,,,Sale,Roma,RM,Roma,Lazio,41.868716,12.411507,high,Google place pin,"Via della Pisana, 374, 00163 Roma RM",Rogito,-,"https://www.google.com/maps/place/Via+della+Pisana,+374,+00163+Roma+RM/@41.8689569,12.4106333,366m/data=!3m1!1e3!4m5!3m4!1s0x1325f5665006a755:0x1dd4bc2ec0fd3804!8m2!3d41.8687163!4d12.4115071"
183,Ex Holiday Inn Assago,4,4,Midscale,2020,,2382882.0,203,11738,12000,,,,Portfolio,Assago,MI,Milano,Lombardia,45.400992,9.120807,high,Google place pin,Holiday Inn Milano Assago,Atto,Rogito,"https://www.google.it/maps/place/Holiday+Inn+Milano+Assago/@45.4009953,9.1186178,981m/data=!3m2!1e3!4b1!4m5!3m4!1s0x4786c326c3052205:0xd66615308948f745!8m2!3d45.4009916!4d9.1208065"
184,Ex Holiday Inn Linate Airport,4,4,Midscale,2020,,4070757.0,142,28667,29000,,,,Portfolio,Peschiera Borromeo,MI,Milano,Lombardia,45.450576,9.290467,high,Google place pin,"Via Bruno Buozzi, 2, 20068 Peschiera Borromeo MI",Atto,Rogito,"https://www.google.it/maps/place/Via+Bruno+Buozzi,+2,+20068+Peschiera+Borromeo+MI/@45.4505425,9.2910593,113m/data=!3m1!1e3!4m13!1m7!3m6!1s0x4786c8b4bb347f2b:0x936b729a93728759!2sVia+Bruno+Buozzi,+2,+20068+Peschiera+Borromeo+MI!3b1!8m2!3d45.4505765!4d9.2904671!3m4!1s0x4786c8b4bb347f2b:0x936b729a93728759!8m2!3d45.4505765!4d9.2904671"
185,Ex Holiday Inn Rome Aurelia,4,4,Midscale,2020,,1290728.0,245,5268,5000,,,,Portfolio,Roma,RM,Roma,Lazio,41.887529,12.400269,high,Google place pin,Holiday Inn Rome,Atto,Rogito,"https://www.google.com/maps/place/Holiday+Inn+Rome/@41.8874932,12.4019697,17z/data=!4m5!3m4!1s0x0:0x468bb389ee49ca57!8m2!3d41.8875291!4d12.4002692"
186,Ex Holiday Inn Venice - Mestre Marghera,4,4,Midscale,2020,,6056492.0,188,32215,32000,,,,Portfolio,Venezia,VE,Venezia,Veneto,45.474353,12.214876,high,Google place pin,Holiday Inn Venice - Mestre Marghera,Atto,Rogito,"https://www.google.com/maps/place/Holiday+Inn+Venice+-+Mestre+Marghera/@45.4743535,12.2148758,15z/data=!4m5!3m4!1s0x0:0x3e77220e14d9b15!8m2!3d45.4743535!4d12.2148758"
187,Ih Hotels Milano Blu Visconti,3,3,Economy,2020,,3880000.0,64,60625,61000,,,,Sale,Trezzano sul Naviglio,MI,Milano,Lombardia,45.43229,9.06631,high,Google place pin,Hotel Blu Visconti,,AdE,"https://www.google.com/maps/place/Hotel+Blu+Visconti/@45.4324791,9.0651997,18.75z/data=!3m1!5s0x4786e9cd075c9a81:0xcd99b6ff42c26358!4m8!3m7!1s0x4786e9cda83955f3:0x3abc4241c0305de2!5m2!4m1!1i2!8m2!3d45.4322895!4d9.0663097"
188,Una Maison Milano,4,4,Upscale,2020,Q2,16000000.0,27,592593,593000,,,,Sale,Milano,MI,Milano,Lombardia,45.463329,9.188424,high,Google place pin,Maison Milano | UNA Esperienze,Atto,Rogito,"https://www.google.com/maps/place/Maison+Milano+%7C+UNA+Esperienze/@45.4633289,9.1862355,17z/data=!3m1!4b1!4m8!3m7!1s0x4786c6ac0ff192b1:0xb1f7c5c5388d5653!5m2!4m1!1i2!8m2!3d45.4633289!4d9.1884242"
189,Hotel Dolomiti,3,3,,2020,Q2,8450000.0,30,281667,281667,,,,Sale,Roma,RM,Roma,Lazio,41.90541,12.504575,high,Google place pin,Hotel Dolomiti,,,"https://www.google.com/maps/place/Hotel+Dolomiti/@41.9056109,12.5044277,3a,75y,167.98h,113.49t/data=!3m7!1e1!3m4!1sIN3xqyRFC9Bt-jmDRymLgA!2e0!7i16384!8i8192!5s0x132f61a079bc8309:0xdc2eb74208d20f87!4m8!3m7!1s0x132f61a0791fc29b:0xd4cecdcd6f85102f!5m2!4m1!1i2!8m2!3d41.9054096!4d12.5045746"
190,Lu' Hotel Maladroxia,4,4,,2019,,2991548.0,36,83099,83099,,,,Sale,Sant'Antioco,SU,Sud Sardegna,Sardegna,39.000383,8.447693,medium,map viewport centre,,AdE,-,"https://www.google.com/maps/@39.0003831,8.447693,0a,34.1y,181.53h,84.77t/data=!3m4!1e1!3m2!1s-T3e7QSPGoNYvja0vOu4gw!2e0?source=apiv3"
191,Donnafugata Resort,5,5,,2020,Q2,19427732.0,194,100143,100143,,,,Auction,Ragusa,RG,Ragusa,Sicilia,36.868264,14.49772,high,Google place pin,,Asta,Info da AdE + articoli,"https://www.google.it/maps/place/36%C2%B052'05.8%22N+14%C2%B029'51.8%22E/@36.868264,14.495526,567m/data=!3m2!1e3!4b1!4m9!1m2!2m1!1sdonnafugata+golf+resort!3m5!1s0x0:0x0!7e2!8m2!3d36.8682642!4d14.49772"
192,Hotel Royal Maniace,4,4,,2019,Q2,2500000.0,21,119048,119048,,,,Sale,Siracusa,SR,Siracusa,Sicilia,37.057371,15.294823,high,Google place pin (multiple pins in URL),Hotel Royal Maniace,AdE,Info AdE,"https://www.google.it/maps/place/Hotel+Royal+Maniace/@37.057317,15.2947279,175a,35y,347.97h/data=!3m2!1e3!5s0x1313cc197aa376f7:0xbe0b9bbd47656aa0!4m18!1m7!3m6!1s0x1313cc190d3779ab:0x522e0937067a8073!2sVia+Capodieci,+96100+Siracusa+SR!3b1!8m2!3d37.0575625!4d15.2941446!3m9!1s0x1313cc197a81d6ab:0x9278ce591705c62f!5m4!1s2021-08-17!2i3!4m1!1i2!8m2!3d37.0573714!4d15.2948229"
193,Baglioni Hotel Regina (porzione),5,5,Luxury,2019,Q4,10920000.0,21,520000,520000,,,,Sale,Roma,RM,Roma,Lazio,41.907078,12.489879,high,Google place pin,Baglioni Hotel Regina,Atto,Porzione di immobile,"https://www.google.com/maps/place/Baglioni+Hotel+Regina/@41.9070777,12.4898787,15z/data=!4m10!3m9!1s0x0:0xe660298e875f6df9!5m4!1s2021-08-17!2i3!4m1!1i2!8m2!3d41.9070777!4d12.4898787"
194,Hotel Belsole,3,3,,2019,,1450000.0,27,53704,53704,,,,Sale,Forio,NA,Napoli,Campania,40.728374,13.862939,high,Google place pin,Hotel Belsole Ischia,,,"https://www.google.com/maps/place/Hotel+Belsole+Ischia/@40.7283825,13.8607487,17z/data=!3m1!4b1!4m9!3m8!1s0x133b41ddbfab1a33:0xa32bc309211b663d!5m3!1s2021-06-25!4m1!1i2!8m2!3d40.7283741!4d13.8629387"
195,Hotel La Coccinella,3,3,,2020,Q4,1900000.0,64,29688,29688,,,,Sale,Rimini,RN,Rimini,Emilia-Romagna,44.069811,12.577236,high,Google place pin,Hotel La Coccinella,AdE,Info ADE,"https://www.google.it/maps/place/Hotel+La+Coccinella/@44.0698931,12.5749016,17z/data=!3m1!4b1!4m10!3m9!1s0x132cc3778fc081eb:0x62c07ed776786360!5m4!1s2021-08-17!2i3!4m1!1i2!8m2!3d44.0698114!4d12.5772365"
196,Bonvecchiati,4,4,,2021,Q2,100000000.0,191,523560,523560,,,,Sale,,,,,,,nan,nan,,Monitorimmobiliare,Info Monitor Immobiliare,
197,Hotel Gran Bretagna,3,3,,2019,Q4,3636364.0,76,47847,47847,,,,Sale,Riccione,RN,Rimini,Emilia-Romagna,43.995443,12.669448,high,Google place pin,Club Family Hotel Best Family Riccione,AdE,,"https://www.google.it/maps/place/Club+Family+Hotel+Best+Family+Riccione/@43.9955184,12.6673531,17z/data=!3m1!4b1!4m10!3m9!1s0x132cdd806e9c350f:0x43b5b1c323b8abb4!5m4!1s2021-08-17!2i3!4m1!1i2!8m2!3d43.9954431!4d12.6694482"
198,Hotel Casablanca,3,3,,2019,Q2,1400000.0,24,58333,58333,,,,Sale,Riccione,RN,Rimini,Emilia-Romagna,43.998604,12.661932,high,Google place pin (multiple pins in URL),"Viale C. Battisti, 28, 47838 Riccione RN",AdE,To be refurbished,"https://www.google.it/maps/place/Viale+C.+Battisti,+28,+47838+Riccione+RN/@43.9986039,12.6613838,127m/data=!3m2!1e3!4b1!4m13!1m7!3m6!1s0x0:0x0!2zNDPCsDU5JzU1LjIiTiAxMsKwMzknNDMuMiJF!3b1!8m2!3d43.998652!4d12.662!3m4!1s0x132cdd7e9b4fbc39:0x7ec3c396e4ce7fc1!8m2!3d43.9986039!4d12.6619323"
199,Hotel di San Pietro,1,1,,2019,Q2,1610000.0,19,84737,84737,,,,Sale,Riccione,RN,Rimini,Emilia-Romagna,44.003445,12.654936,medium,map viewport centre,,AdE,To be converted into resi,"https://www.google.it/maps/@44.0034455,12.6549364,3a,75y,110.12h,93.76t/data=!3m7!1e1!3m5!1sLpp35J--9jvHE44209bU3g!2e0!5s20201201T000000!7i16384!8i8192"
200,Hotel Milano,4,4,,2020,Q1,2900000.0,40,72500,72500,,,,Sale,Rimini,RN,Rimini,Emilia-Romagna,44.066531,12.582533,medium,Google place pin (multiple pins in URL),"Viale Amerigo Vespucci, 36, 47921 Rimini RN",Ade,Info AdE,"https://www.google.it/maps/place/Viale+Amerigo+Vespucci,+36,+47921+Rimini+RN/@44.0664654,12.5822507,179a,35y,86.04h/data=!3m1!1e3!4m13!1m7!3m6!1s0x132cdd7ee8d47849:0x51378408f0dc860f!2sViale+Nazario+Sauro,+47838+Riccione+RN!3b1!8m2!3d43.9983711!4d12.6636613!3m4!1s0x132cc3713f4d941b:0x862f24a20b4f2871!8m2!3d44.0665311!4d12.5825332"
201,B&B Hotel Quattro Canti,4,4,,2019,Q4,11418700.0,143,79851,79851,715486.0,5003.398601398601,0.0626591468380814,Sale,Palermo,PA,Palermo,Sicilia,38.115921,13.361861,high,Google place pin,B&B Hotels - Hotel Palermo Quattro Canti,Rogito,Rogito,"https://www.google.com/maps/place/B%26B+Hotels+-+Hotel+Palermo+Quattro+Canti/@38.1159256,13.3596723,17z/data=!3m1!4b1!4m10!3m9!1s0x1319e58b1f65c5c7:0x68b4222a22e0d107!5m4!1s2021-08-17!2i3!4m1!1i2!8m2!3d38.115921!4d13.3618613"
202,L'ambasciata Hotel de Charme,3,3,,2020,Q4,1400000.0,8,175000,175000,,,,Sale,Cagliari,CA,Cagliari,Sardegna,39.214958,9.113551,medium,map viewport centre,,,AdE,"https://www.google.com/maps/@39.2149576,9.1135512,3a,85.6y,259.89h,82.64t/data=!3m6!1e1!3m4!1sEWp7lw9BbWyHU3d1PI2i5w!2e0!7i13312!8i6656"
203,M89,4,4,Upscale,2021,Q2,7700000.0,55,140000,140000,,,,Sale,Milano,MI,Milano,Lombardia,45.452033,9.249639,high,Google place pin,"Via Mecenate, 89, 20138 Milano MI",https://www.torresgr.com/wp-content/uploads/2021/07/Comunicato-_OPI_accettazione-BO_Via-Mecenate.pdf,,"https://www.google.com/maps/place/Via+Mecenate,+89,+20138+Milano+MI/@45.4519446,9.2495374,20z/data=!4m5!3m4!1s0x4786c5e00a9e7ca5:0x14c2ddf17ae04ba5!8m2!3d45.452033!4d9.2496393"
204,La Palma,5,5,Luxury,2020,,35000000.0,72,486111,486111,,,,Sale,Capri,NA,Napoli,Campania,40.550413,14.243769,medium,map viewport centre,Hotel la Palma Capri,,"Reuben Brothers, verificare rogito","https://www.google.com/maps/place/Hotel+la+Palma+Capri/@40.5504127,14.2437689,15z/data=!4m2!3m1!1s0x0:0xbdd937426a13cc3c?sa=X&ved=2ahUKEwiJvvG4yN3xAhUL4OAKHW2-B8AQ_BIwE3oECEMQBQ"
205,Hilton Garden Inn Malpensa,4,4,Upscale,2021,Q3,9499000.0,207,45889,45889,850000.0,4000.0,0.08948310348457732,Sale,Somma Lombardo,VA,Varese,Lombardia,45.692415,8.702286,high,Google place pin,Hilton Garden Inn Milan Malpensa,Rogito,Rogito + contratto,"https://www.google.com/maps/place/Hilton+Garden+Inn+Milan+Malpensa/@45.6807477,8.6880204,14z/data=!4m22!1m12!2m11!1sHotels!3m6!1sHotels!2s21019+Somma+Lombardo,+VA!3s0x4786639cbd43ccd7:0x2a0685fb87b8d699!4m2!1d8.7068019!2d45.6827443!5m2!5m1!1s2021-07-27!3m8!1s0x4786637c0c9975a9:0x3d11b6cf8a5db362!5m3!1s2021-07-27!4m1!1i2!8m2!3d45.6924149!4d8.7022861"
206,Hotel Gerber,3,3,,2020,Q1,6150000.0,27,227778,227778,,,,Sale,Roma,RM,Roma,Lazio,41.910484,12.465929,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@41.9104843,12.4659291,3a,73.7y,347.38h,103.82t/data=!3m6!1e1!3m4!1sv22fHnG64tXdAp9e9ny_yA!2e0!7i16384!8i8192"
207,Hotel Atheneum,4,4,,2019,Q1,12000000.0,60,200000,200000,,,,Sale,Firenze,FI,Firenze,Toscana,43.780728,11.26055,high,Google place pin,Hotel Athenaeum,AdE,,"https://www.google.com/maps/place/Hotel+Athenaeum/@43.780756,11.260478,3a,75y,88.5h,103.5t/data=!3m6!1e1!3m4!1syd13T0-Eqx2ypj3ZR4mIpg!2e0!7i16384!8i8192!4m5!3m4!1s0x132a541bd2034499:0x9c960d7223070dda!8m2!3d43.7807282!4d11.2605503"
208,Radisson Blu Florence,4,4,Upper Upscale,2020,Q1,20033000.0,329,60891,60891,,,,Sale,Firenze,FI,Firenze,Toscana,43.744115,11.283402,medium,map viewport centre,,internal file,"Ex conference Florentia hotel, acquirente Bain tramite fondo giglio di Savills, da ristrutturare totalmente","https://www.google.com/maps/@43.7441155,11.2834015,3a,47.6y,144.83h,93.52t/data=!3m6!1e1!3m4!1sHswN7jYWK_cVyjt50_VyZQ!2e0!7i16384!8i8192"
209,Hotel dei Cavalieri Caserta,4,4,,2019,Q1,3957900.0,85,46564,46564,,,,Sale,Caserta,CE,Caserta,Campania,41.075717,14.332188,medium,map viewport centre,,AdE,Atto ricognitivo di compravendita(?),"https://www.google.com/maps/@41.0757174,14.3321882,3a,90y,377.37h,108.46t/data=!3m6!1e1!3m4!1sLKXguCTR8qmD2R--0xWWdA!2e0!7i16384!8i8192"
210,Hotel Stabia,4,4,,2021,Q1,7120000.0,97,73402,73402,,,,Sale,Castellammare di Stabia,NA,Napoli,Campania,40.699945,14.482945,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@40.6999445,14.4829454,3a,90y,271.89h,116.51t/data=!3m6!1e1!3m4!1sprNL53X2QlcdIRI75UEZZg!2e0!7i16384!8i8192"
211,La Villa degli Argentieri,3,3,,2019,Q3,3300000.0,11,300000,300000,,,,Sale,Monterosso al Mare,SP,La Spezia,Liguria,44.14509,9.645759,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@44.1450898,9.6457594,3a,50.7y,22.08h,95.49t/data=!3m6!1e1!3m4!1s1ohY11pBoQg6nwYS8mD-0g!2e0!7i16384!8i8192"
212,IH Hotels Bologna Gate 7,4,4,Midscale,2019,Q1,6890835.0,95,72535,72535,,,,Sale,Calderara di Reno,BO,Bologna,Emilia-Romagna,44.554099,11.281838,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@44.5540994,11.2818385,3a,73.7y,280.65h,96.44t/data=!3m6!1e1!3m4!1sSTBFfbQcQf_8kFmlKNHCJQ!2e0!7i13312!8i6656"
213,Hotel NH Ancona,4,4,Upscale,2020,Q1,4300000.0,89,48315,48315,,,,Sale,Ancona,AN,Ancona,Marche,43.615262,13.505687,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@43.6152617,13.5056871,3a,75y,105.62h,102.46t/data=!3m6!1e1!3m4!1seV7EqkNm-L59BMfpK9NjMA!2e0!7i13312!8i6656"
214,B&B Hotel Ravenna,3,3,,2019,Q1,3325900.0,69,48201,48201,,,,Sale,Ravenna,RA,Ravenna,Emilia-Romagna,44.40097,12.181212,medium,map viewport centre,,AdE,Atto ricognitivo di compravendita(?),"https://www.google.com/maps/@44.4009703,12.1812118,3a,73.7y,148.6h,107.22t/data=!3m6!1e1!3m4!1sJ4KRAaLa_YnGeVmOPY4p4Q!2e0!7i13312!8i6656"
215,Hotel Cà Bonfadini - I Palazzi,5,5,,2019,Q2,7062000.0,18,392333,392333,,,,Sale,Venezia,VE,Venezia,Veneto,45.444536,12.323504,medium,map viewport centre,,AdE,potrebbe trattarsi di porzione ( 2 D/2 nel palazzo),"https://www.google.com/maps/@45.4445356,12.3235038,3a,90y,154.66h,111.12t/data=!3m6!1e1!3m4!1sUMBFzFAiEC7LUl8NqMp3TQ!2e0!7i13312!8i6656"
216,Hilton Garden Inn Padova City Centre,4,4,Upscale,2019,Q3,8000000.0,130,61538,61538,700000.0,5384.615384615385,0.0875,Sale,Padova,PD,Padova,Veneto,45.409799,11.8695,medium,map viewport centre,,AdE,"ex Hotel Plaza, current tenant AMAPA, MGR 700k/anno dal terzo anno, variable 21%","https://www.google.com/maps/@45.4097987,11.8695001,3a,75y,38.2h,103.41t/data=!3m7!1e1!3m5!1sAF1QipOvF3PXKZbNqVAvhxg27aLAx_-K6ulXi5oqC8MI!2e10!3e12!7i13312!8i6656"
217,Hotel Lisbona,3,3,,2020,Q4,3125000.0,15,208333,208333,,,,Sale,Venezia,VE,Venezia,Veneto,45.432751,12.335498,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@45.4327506,12.3354975,3a,67.2y,76.87h,88.83t/data=!3m7!1e1!3m5!1sFtegIuohZEijY5p4BrsEjw!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DFtegIuohZEijY5p4BrsEjw%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D70.509834%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656"
218,Hotel Petit Palais,3,3,,2019,Q1,4850000.0,50,97000,97000,,,,Sale,Valtournenche,AO,Valle d'Aosta/Vallée d'Aoste,Valle d'Aosta/Vallée d'Aoste,45.933719,7.633963,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@45.9337191,7.6339626,3a,75y,154.91h,103.72t/data=!3m7!1e1!3m5!1sLey8nSFV20Wnumfsz9Ftww!2e0!6shttps:%2F%2Fstreetviewpixels-pa.googleapis.com%2Fv1%2Fthumbnail%3Fpanoid%3DLey8nSFV20Wnumfsz9Ftww%26cb_client%3Dmaps_sv.tactile.gps%26w%3D203%26h%3D100%26yaw%3D96.79075%26pitch%3D0%26thumbfov%3D100!7i13312!8i6656"
219,Villa Igiea,5,5,Luxury,2019,Q4,23700000.0,132,179545,180000,,,,Sale,Palermo,PA,Palermo,Sicilia,38.130269,13.3512,medium,map viewport centre,,AdE,CDP,"https://www.google.com/maps/@38.1302694,13.3511998,3a,90y,70.13h,102.85t/data=!3m6!1e1!3m4!1sKjJfWtImzfXcgPaSrkTJMw!2e0!7i16384!8i8192"
220,B&B Hotel Roma Pietralata Tiburtina,3,3,,2021,Q2,4000000.0,72,55556,56000,,,,Sale,Roma,RM,Roma,Lazio,41.914636,12.554352,high,Google place pin,B&B Hotel Roma Pietralata Tiburtina,AdE,,"https://www.google.com/maps/place/B%26B+Hotel+Roma+Pietralata+Tiburtina/@41.9147265,12.5544108,3a,75y,206.7h,95.7t/data=!3m6!1e1!3m4!1s8InDkFYMN1Hw1MbYO00oLA!2e0!7i16384!8i8192!4m9!3m8!1s0x132f6320a3322517:0x1a45ff281cbd120!5m3!1s2021-08-26!4m1!1i2!8m2!3d41.9146357!4d12.5543519"
221,Hotel Executive,4,4,,2021,Q2,5230000.0,56,93393,93000,,,,Sale,Roma,RM,Roma,Lazio,41.911657,12.497279,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@41.9116571,12.4972793,3a,45.7y,124.79h,96.25t/data=!3m6!1e1!3m4!1sHpI0MZgNRbnsQU6_Zekx9g!2e0!7i16384!8i8192"
222,Hotel Continental,3,3,,2019,Q2,2000000.0,35,57143,57000,,,,Sale,Pietra Ligure,SV,Savona,Liguria,44.151491,8.289116,medium,map viewport centre,,AdE,,"https://www.google.com/maps/@44.151491,8.2891164,3a,73.7y,90t/data=!3m6!1e1!3m4!1sySvKHj0JSDsWQUqJxwgVxQ!2e0!7i16384!8i8192"
223,Hotel Nautilus,3,3,,2021,Q2,1394800.0,60,23247,23000,,,,Sale,Cattolica,RN,Rimini,Emilia-Romagna,43.968786,12.72804,high,Google place pin,Hotel Nautilus - Cattolica,AdE,,"https://www.google.com/maps/place/Hotel+Nautilus+-+Cattolica/@43.9686619,12.7279629,17z/data=!3m1!4b1!4m8!3m7!1s0x132ce0c778881c2f:0x5fb77198f3719ea0!5m2!4m1!1i2!8m2!3d43.9687855!4d12.72804?hl=en"
224,Hotel Aloha,2,2,,2020,Q2,1180000.0,27,43704,43704,,,,Sale,Cesenatico,FC,Forlì-Cesena,Emilia-Romagna,44.193895,12.410594,high,Google place pin,Aloha Hotel Cesenatico,AdE,,"https://www.google.com/maps/place/Aloha+Hotel+Cesenatico/@44.1938946,12.4084004,17z/data=!3m2!4b1!5s0x132cb7be665650a9:0xc861b9f09b0fcc86!4m9!3m8!1s0x132cb7be67a18027:0x757ffe9752b40181!5m3!1s2021-09-29!4m1!1i2!8m2!3d44.1938946!4d12.4105944"
225,Club Family Hotel Executive,4,4,,2021,Q2,4500000.0,137,32847,32847,450000.0,3284.6715328467153,0.1,Sale,Cesenatico,FC,Forlì-Cesena,Emilia-Romagna,44.192096,12.408162,high,Google place pin,Club Family Hotel Executive,Rogito,,"https://www.google.com/maps/place/Club+Family+Hotel+Executive/@44.1920519,12.4058546,17z/data=!3m1!4b1!4m9!3m8!1s0x132cb7961a1a62f1:0x3107aad4472d0efc!5m3!1s2021-09-29!4m1!1i2!8m2!3d44.1920962!4d12.4081621"
226,Riva Blu,3,3,,2020,Q1,1150000.0,24,47917,47917,,,,Sale,Cesenatico,FC,Forlì-Cesena,Emilia-Romagna,44.204443,12.40099,high,formaps pin,,AdE,,"https://www.formaps.it/?mappa.coordinate=44.20444303305541,12.400989532470703"
227,Hotel Rex,3,3,,2019,Q4,450000.0,45,10000,10000,,,,Sale,,,,,,,nan,nan,,AdE,,
228,Hotel Orologio,4,4,,2019,Q3,1500000.0,46,32609,32609,,,,Sale,,,,,,,nan,nan,,AdE,,
229,Il Bagattino,3,3,,2019,Q3,940000.0,6,156667,156667,,,,Sale,,,,,,,nan,nan,,AdE,,
230,Panoramic Hotel,4,4,,2021,Q2,1720545.0,23,74806,75000,,,,Sale,Taormina,ME,Messina,Sicilia,37.853592,15.299819,high,Google place pin,Panoramic Hotel Taormina,Visura,ha acquistato Quattroppì srl,"https://www.google.com/maps/place/Panoramic+Hotel+Taormina/@37.8532866,15.2997013,19.5z/data=!4m8!3m7!1s0x0:0xe18bdcdfdac2a005!5m2!4m1!1i2!8m2!3d37.8535923!4d15.2998194"
231,Radisson Collection Grand Hotel Savoia and Radisson Residences Savoia Palace,5,5,Upper Upscale,2021,Q4,70000000.0,177,395480,395480,,,,Sale,Cortina d'Ampezzo,BL,Belluno,Veneto,46.535225,12.140864,high,Google place pin,"Grand Hotel Savoia Cortina d’Ampezzo, A Radisson Collection Hotel",HVS Hotel Transaction Bullettin,Quinta Capital Sgr from Bain Capital,"https://www.google.com/maps/place/Grand+Hotel+Savoia+Cortina+d%E2%80%99Ampezzo,+A+Radisson+Collection+Hotel/@46.5352239,12.1407337,15z/data=!4m9!3m8!1s0x0:0x3513794cdf5a39ec!5m3!1s2021-10-26!4m1!1i2!8m2!3d46.5352252!4d12.1408635"
